#fname,lname,Position,JerseyNumber,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck
Robbie,Gould,K,9,Penn State,12/30/1981,Right,185,6'0",Normal,Skin1,Face7,No,Standard,FaceMask2,None,No,No,None,None,None,None,None,None,White,Shoe2,Shoe2,None,None,
Dre,Greenlaw,OLB,57,Arkansas,5/25/1997,Left,230,6'0",Large,Skin12,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Azeez,Al-Shaair,OLB,51,Washington,8/4/1997,Right,228,6'1",Large,Skin6,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Demetrius,Flannigan-Fowles,OLB,45,Arizona,9/4/1996,Right,223,6'2",Large,Skin6,Face5,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Mitch,Wishnowsky,P,18,Utah,3/3/1992,Right,220,6'2",Normal,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jimmy,Garoppolo,QB,10,Eastern Illinois,11/2/1991,Right,219,6'2",Normal,Skin1,Face2,No,Standard,FaceMask2,None,No,No,None,None,SingleWhite,SingleWhite,None,None,None,Shoe6,Shoe6,None,None,
Brock,Purdy,QB,13,Iowa State,12/27/1999,Right,220,6'1",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trey,Lance,QB,5,"Miami, FL",5/9/2000,Right,224,6'4",Normal,Skin3,Face2,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jimmie,Ward,SS,1,USC,7/18/1991,Right,195,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Talanoa,Hufanga,SS,29,USC,2/1/2000,Right,200,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
George,Odum,SS,30,Tennessee,11/3/1993,Right,200,6'1",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trent,Williams,T,71,Oklahoma,7/19/1988,Right,318,6'5",Large,Skin12,Face4,No,Revolution,FaceMask23,Dark,No,No,Type2,Type2,NeopreneSmall,NeopreneSmall,None,None,None,Shoe3,Shoe3,None,None,
Mike,McGlinchey,T,69,Notre Dame,1/12/1995,Right,310,6'8",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaylon,Moore,T,76,East Carolina,1/9/1998,Right,311,6'4",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Colton,McKivitz,T,68,West Virginia,8/9/1996,Right,301,6'6",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
George,Kittle,TE,85,Iowa,10/9/1993,Right,247,6'4",Large,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tyler,Kroft,TE,81,Rutgers,10/15/1992,Right,250,6'6",Normal,Skin1,Face13,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Charlie,Woerner,TE,89,Georgia,10/16/1997,Right,245,6'5",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ross,Dwelley,TE,82,"L.Angeles, CA",1/26/1995,Right,235,6'5",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Deebo,Samuel,WR,19,South Carolina,1/15/1996,Right,215,5'11",Normal,Skin13,Face4,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Brandon,Aiyuk,WR,11,Penn State,3/17/1998,Right,200,6'0",Normal,Skin6,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ray-Ray,McCloud III,WR,3,Clemson,10/15/1996,Right,190,5'9",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jauan,Jennings,WR,15,Tennessee,7/10/1997,Right,215,6'3",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Danny,Gray,WR,6,SMU,4/1/1999,Right,197,6'0",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jake,Brendel,C,64,UCLA,9/10/1992,Right,303,6'3",ExtraLarge,Skin1,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Daniel,Brunskill,C,60,Oregon State,1/27/1994,Right,300,6'5",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaylon,Johnson,CB,33,Utah,4/19/1999,Right,193,6'0",Normal,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kyler,Gordon,CB,6,Washington,12/17/1999,Right,198,6'0",Normal,Skin4,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Michael,Ojemudia,CB,26,Iowa,9/12/1997,Right,200,6'1",Normal,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaylon,Jones,CB,31,Ole Miss,10/14/1997,Right,190,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Kindle,Vildor,CB,22,Boston College,12/11/1997,Right,190,5'10",Normal,Skin5,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Harrison,Hand,CB,30,Temple,11/12/1998,Right,185,5'11",Normal,Skin6,Face5,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Breon,Borders,CB,20,Duke,7/22/1995,Right,189,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trevis,Gipson,DE,99,Tulsa,6/13/1997,Right,263,6'3",Large,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Al-Quadin,Muhammad,DE,55,"Miami, FL",3/28/1995,Right,250,6'4",Large,Skin4,Face11,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dominique,Robinson,DE,91,Michigan State,7/2/1998,Right,252,6'5",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Justin,Jones,DT,93,Arizona,8/28/1996,Right,309,6'3",ExtraLarge,Skin13,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Mike,Pennel,DT,64,Colorado State,5/9/1991,Right,332,6'4",Large,Skin12,Face5,No,Standard,FaceMask7,None,No,No,Team3,Team3,NeopreneSmall,NeopreneSmall,None,None,None,Shoe3,Shoe3,None,None,
Armon,Watts,DT,96,Arkansas,7/22/1996,Right,307,6'5",ExtraLarge,Skin22,Face3,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Angelo,Blackson,DT,90,Auburn,11/14/1992,Right,318,6'4",ExtraLarge,Skin20,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Khari,Blasingame,FB,35,Vanderbilt,7/1/1996,Right,233,6'0",Large,Skin4,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Eddie,Jackson,FS,4,Alabama,12/10/1993,Right,201,6'0",Normal,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
DeAndre,Houston-Carson,FS,36,Arizona,4/13/1993,Right,203,6'1",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cody,Whitehair,G,65,Kansas State,7/11/1992,Right,316,6'3",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Teven,Jenkins,G,76,Virginia,3/3/1998,Right,320,6'6",Large,Skin1,Face1,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Michael,Schofield III,G,79,Michigan,11/15/1990,Right,301,6'6",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dakota,Dozier,G,79,Furman,4/30/1991,Right,312,6'4",Large,Skin3,Face7,No,Revolution,FaceMask7,None,No,No,Team1,Team1,NeopreneSmall,NeopreneSmall,None,None,None,Shoe2,Shoe2,None,None,
David,Montgomery,RB,32,Iowa State,6/7/1997,Right,222,5'10",Large,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Khalil,Herbert,RB,24,Virginia Tech,4/21/1998,Right,212,5'9",Large,Skin5,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trestan,Ebner,RB,25,Baylor,1/2/1999,Right,209,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Darrynton,Evans,RB,21,Texas,7/9/1998,Right,203,5'10",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jack,Sanborn,ILB,57,Wisconsin,7/29/2000,Right,234,6'2",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Javin,White,ILB,52,UNLV,2/21/1997,Right,211,6'2",Normal,Skin13,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Sterling,Weatherford,ILB,50,North Carolina A&T,1/26/1999,Right,224,6'4",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cairo,Santos,K,2,Tulane,11/12/1991,Right,160,5'8",Normal,Skin1,Face1,No,Standard,FaceMask1,None,No,No,None,None,None,None,None,None,None,Shoe6,Shoe6,None,None,
Nicholas,Morrow,OLB,53,Ohio State,7/10/1995,Right,216,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Matthew,Adams,OLB,44,Houston,12/12/1995,Right,229,6'0",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joe,Thomas,OLB,45,Florida,5/6/1991,Right,233,6'1",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Elijah,Lee,OLB,47,Kansas State,2/8/1996,Right,229,6'2",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trenton,Gill,P,16,Duke,1/1/1998,Right,219,6'4",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Justin,Fields,QB,1,Ohio State,3/5/1999,Right,227,6'3",Normal,Skin4,Face7,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trevor,Siemian,QB,15,Northwestern,1/1/1992,Right,220,6'3",Normal,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Tim,Boyle,QB,17,Oklahoma State,10/3/1994,Right,227,6'4",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,None,None,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jaquan,Brisker,SS,9,Penn State,4/20/1999,Right,200,6'1",Normal,Skin12,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dane,Cruikshank,SS,29,Arizona,4/27/1995,Right,206,6'1",Normal,Skin3,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Braxton,Jones,T,70,Southern Utah,3/27/1999,Right,310,6'6",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Riley,Reiff,T,71,Iowa,12/1/1988,Right,313,6'6",Large,Skin1,Face6,No,Standard,FaceMask26,None,No,No,Team3,Team3,NeopreneSmall,NeopreneSmall,None,None,None,Shoe2,Shoe2,None,None,
Larry,Borom,T,75,Missouri,3/30/1999,Right,332,6'5",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Alex,Leatherwood,T,72,Alabama,1/5/1999,Right,312,6'5",ExtraLarge,Skin6,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cole,Kmet,TE,85,Notre Dame,3/10/1999,Left,262,6'6",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Ryan,Griffin,TE,84,Connecticut,1/11/1990,Right,254,6'6",Large,Skin1,Face10,No,Revolution,FaceMask3,None,No,No,Type1,Type1,None,None,None,None,None,Shoe6,Shoe6,None,None,
Trevon,Wesco,TE,88,West Virginia,9/12/1995,Right,268,6'3",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Darnell,Mooney,WR,11,Tulane,10/29/1997,Right,174,5'10",Skinny,Skin4,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Byron,Pringle,WR,13,Kansas State,11/17/1993,Right,203,6'1",Normal,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chase,Claypool,WR,10,Notre Dame,7/7/1998,Left,238,6'4",Large,Skin3,Face3,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Equanimeous,St. Brown,WR,19,Notre Dame,9/30/1996,Right,214,6'5",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
N'Keal,Harry,WR,8,Washington,12/17/1997,Right,225,6'3",Normal,Skin12,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Dante,Pettis,WR,18,Washington,10/23/1995,Right,195,6'1",Normal,Skin3,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Lucas,Patrick,C,62,Duke,7/30/1993,Right,313,6'3",ExtraLarge,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Chidobe,Awuzie,CB,22,Colorado,5/24/1995,Right,202,6'1",Normal,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Mike,Hilton,CB,21,Ole Miss,3/9/1994,Right,184,5'9",Normal,Skin5,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Eli,Apple,CB,20,Ohio State,8/9/1995,Right,199,6'1",Normal,Skin13,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cam,Taylor-Britt,CB,29,Nebraska,10/15/1999,Right,202,5'11",Normal,Skin12,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Allan,George,CB,42,Vanderbilt,7/16/1999,Right,191,5'11",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jalen,Davis,CB,35,Utah State,2/2/1996,Right,185,5'10",Normal,Skin13,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Trey,Hendrickson,DE,91,North Carolina,12/5/1994,Right,270,6'4",Large,Skin1,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Sam,Hubbard,DE,94,Ohio State,6/29/1995,Right,265,6'5",Large,Skin1,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joseph,Ossai,DE,58,Texas,4/12/2000,Right,253,6'4",Large,Skin5,Face3,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cam,Sample,DE,96,Tulane,9/20/1999,Right,274,6'3",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jeffrey,Gunter,DE,93,Colorado State,6/1/1999,Right,256,6'4",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
D.J.,Reader,DT,98,Clemson,7/1/1994,Right,335,6'3",ExtraLarge,Skin13,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
B.J.,Hill,DT,92,Arkansas State,4/20/1996,Right,303,6'3",ExtraLarge,Skin5,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Josh,Tupou,DT,68,Colorado,5/2/1994,Right,345,6'3",ExtraLarge,Skin3,Face4,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jay,Tufele,DT,97,USC,7/25/1999,Right,305,6'2",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jessie,Bates III,FS,30,Wake Forest,2/26/1997,Right,200,6'1",Normal,Skin18,Face2,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Daxton,Hill,FS,23,Michigan,9/29/2000,Right,191,6'0",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Alex,Cappa,G,65,Penn State,1/27/1995,Right,305,6'6",Large,Skin1,Face7,Yes,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Cordell,Volson,G,67,Auburn,7/20/1998,Right,313,6'6",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Max,Scharping,G,74,"Miami, FL",8/10/1996,Right,327,6'6",ExtraLarge,Skin1,Face6,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Jackson,Carman,G,79,Clemson,1/22/2000,Right,330,6'5",ExtraLarge,Skin3,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
Joe,Mixon,RB,28,Oklahoma,7/24/1996,Right,228,6'1",Large,Skin13,Face7,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,
