Key=fname,lname,Position,JerseyNumber,Speed,Agility,Strength,Jumping,Coverage,PassRush,RunCoverage,PassBlocking,RunBlocking,Catch,RunRoute,BreakTackle,HoldOntoBall,PowerRunStyle,PassAccuracy,PassArmStrength,PassReadCoverage,Tackle,KickPower,KickAccuracy,Stamina,Durability,Leadership,Scramble,Composure,Consistency,Aggressiveness,College,DOB,Hand,Weight,Height,BodyType,Skin,Face,Dreads,Helmet,FaceMask,Visor,EyeBlack,MouthPiece,LeftGlove,RightGlove,LeftWrist,RightWrist,LeftElbow,RightElbow,Sleeves,LeftShoe,RightShoe,NeckRoll,Turtleneck,YearsPro

Team = 49ers
Matt,Tobin,G,64,74,62,79,77,13,19,24,71,75,40,12,20,79,Balanced,6,30,10,35,21,20,85,88,67,28,65,67,20,Iowa,6/5/1990,Right,303,"6' 6""",Large,Skin 1,Face 11,No,Standard,Type 10,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 6,Style 6,Collar,None,,5
Weston,Richburg,C,58,68,66,89,75,13,19,25,80,76,30,8,20,87,Power,6,30,10,35,25,21,88,92,89,26,87,89,12,Wisconsin,7/9/1991,Right,298,"6'3""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
Arik,Armstead,DE,91,69,74,87,83,45,79,79,45,45,39,5,44,83,Power,6,35,10,85,30,30,73,82,77,27,75,77,77,Oregon,11/15/1993,Right,292,79",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Cassius,Marsh,DE,54,82,75,66,83,42,72,74,45,45,46,5,60,85,Balanced,6,25,10,71,20,21,86,92,76,31,74,76,83,UCLA,7/7/1992,Right,254,"6' 4""",Large,Skin 1,Face 7,No,Standard,Type 7,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,High Black,High Black,None,Style 3,Style 3,None,None,,4
Solomon,Thomas,DE,94,83,80,91,84,38,76,81,45,45,32,19,30,88,Power,6,18,10,83,16,11,84,97,68,31,66,68,81,Stanford,12/20/1995,Right,273,"6'3""",Large,Skin2,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Ronald,Blair III,DE,98,77,75,85,85,45,73,76,46,45,45,8,42,88,Power,6,22,10,78,20,19,79,91,65,29,63,65,81,Appalach. St.,1/21/1993,Right,270,76",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,2
Dekoda,Watson,DE,97,84,84,65,88,59,67,73,45,45,57,8,25,64,Balanced,6,25,10,73,22,22,89,84,64,32,62,64,65,Florida State,3/8/1988,Right,245,74",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,8
DeForest,Buckner,DT,99,73,83,86,84,37,83,83,46,45,40,7,45,88,Power,6,22,10,86,20,19,92,91,87,28,85,87,87,Oregon,3/17/1994,Right,300,"6'7""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Earl,Mitchell,DT,90,75,71,85,82,24,67,70,45,45,42,8,44,75,Power,6,20,10,78,20,20,80,88,73,29,71,73,77,Arizona,9/25/1987,Right,300,"6' 3""",Large,Skin 4,Face 10,No,Revolution,Type 23,None,No,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,White,,8
Sheldon,Day,DT,96,70,83,80,77,37,74,76,44,45,34,7,32,88,Balanced,6,23,10,82,17,17,82,89,70,27,68,70,81,Notre Dame,7/1/1994,Right,294,"6'1""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
D.J.,Jones,DT,93,71,77,89,71,23,68,72,45,45,38,10,43,89,Power,6,24,10,75,23,19,82,92,68,27,66,68,78,Ole Miss,1/19/1995,Right,321,"6'0""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Mark,Nzeocha,OLB,53,84,84,76,82,65,65,69,45,45,63,7,44,74,Balanced,6,25,10,81,20,20,85,76,65,32,63,65,69,Wyoming,1/19/1990,Right,239,75",Large,Skin 2,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Malcolm,Smith,OLB,51,85,82,73,84,53,78,80,45,45,72,7,40,75,Balanced,6,27,10,83,20,20,82,85,78,32,76,78,77,USC,7/5/1989,Right,226,"6 '0""",Normal,Skin 3,Face 10,No,Standard,Type 12,None,No,No,Team 4,Team 4,Single White,Single White,None,None,None,Style 3,Style 3,None,None,,7
Elijah,Lee,OLB,47,82,82,69,90,67,69,74,45,45,61,14,29,86,Balanced,6,26,10,80,28,28,87,93,57,31,55,57,86,Kansas State,2/8/1996,Right,229,"6'2""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Reuben,Foster,ILB,56,86,85,84,81,76,85,87,45,45,66,7,42,89,Balanced,6,24,10,86,14,22,88,77,83,32,81,83,91,Alabama,4/4/1994,Right,228,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Fred,Warner,ILB,48,84,85,74,91,72,71,78,45,45,71,8,46,78,Balanced,6,14,10,80,13,10,89,86,62,32,60,62,80,BYU,11/19/1996,Left,230,76",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Brock,Coyle,ILB,50,85,80,77,87,52,66,70,45,45,63,6,42,87,Balanced,6,27,10,79,29,19,88,93,69,32,67,69,78,Montana,10/12/1990,Right,243,"6' 1""",Normal,Skin 1,Face 2,No,Revolution,Type 7,None,Yes,No,Team 3,Team 3,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,,4
Richard,Sherman,CB,25,88,96,79,98,90,65,71,35,35,81,30,51,94,Balanced,6,12,10,67,12,10,99,96,93,33,91,93,72,Stanford,3/30/1988,Right,195,"6' 3""",Skinny,Skin 3,Face 2,Yes,Standard,Type 5,None,No,Yes,Team 4,Team 4,None,None,High Black,High Black,None,Style 3,Style 3,None,White,,7
Ahkello,Witherspoon,CB,23,91,91,56,94,76,61,69,35,35,64,18,25,68,Finesse,6,35,10,52,20,20,91,88,74,34,72,74,44,Colorado,3/21/1995,Right,190,"6'3""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Jimmie,Ward,CB,20,90,88,53,89,72,58,63,35,35,69,12,61,83,Finesse,6,28,10,71,23,19,90,80,75,34,73,75,77,N. Illinois,7/18/1991,Right,193,71",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,4
K'Waun,Williams,CB,24,88,92,48,88,76,58,66,35,35,66,23,25,74,Finesse,6,36,10,59,26,26,92,91,76,33,74,76,43,Pittsburgh,7/12/1991,Right,183,"5' 9""",Normal,Skin 3,Face 6,No,Revolution,Type 2,Clear,No,No,Team 2,Team 2,Double Team,Double Team,High Team,High Team,None,Style 6,Style 6,None,None,,3
Tarvarius,Moore,CB,33,94,86,53,91,71,46,57,35,35,67,15,28,81,Finesse,11,23,10,62,11,15,89,89,55,41,53,55,82,Southern Miss,8/16/1996,Right,190,74",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Greg,Mabin,CB,26,88,84,71,80,74,60,65,25,25,63,38,61,82,Balanced,6,27,10,70,18,17,84,77,57,33,55,57,68,Iowa,6/25/1994,Right,200,74",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
Jaquiski,Tartt,SS,29,91,85,65,83,81,66,70,35,35,64,13,57,86,Balanced,6,21,10,73,19,22,85,92,82,34,80,82,86,Samford,2/18/1992,Right,221,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
Antone,Exum Jr,SS,38,88,89,62,83,69,49,57,35,35,65,13,25,76,Finesse,6,21,10,63,29,21,88,81,57,33,55,57,73,Virginia Tech,2/27/1991,Right,219,72",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,4
Adrian,Colbert,FS,27,93,85,61,81,74,59,65,35,35,66,23,38,79,Finesse,6,27,10,66,18,17,88,89,80,35,78,80,84,"Miami, FL",10/6/1993,Right,205,"6'2""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
D.J.,Reed Jr,FS,32,89,88,48,87,75,55,64,35,35,70,15,29,75,Finesse,10,22,10,60,14,10,85,88,55,36,53,55,51,Kansas State,11/11/1996,Right,188,69",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Marcell,Harris,FS,49,86,81,59,81,68,53,63,35,35,61,11,38,80,Finesse,6,35,10,72,17,14,87,82,55,32,53,55,85,Florida,6/9/1994,Right,208,72",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Robbie,Gould,K,9,59,52,25,27,12,22,22,16,20,15,10,10,65,Balanced,30,29,10,23,94,93,75,90,75,38,73,75,12,Penn State,12/30/1981,Right,185,"6 '0""",Normal,Skin 1,Face 2,No,Standard,Type 2,None,No,No,None,None,None,None,None,None,White,Style 2,Style 2,None,None,,13
Bradley,Pinion,P,5,66,62,55,70,15,19,27,25,29,39,15,15,55,Balanced,41,52,10,29,93,87,85,92,65,47,63,65,15,Clemson,6/1/1994,Right,229,"6'5""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
# Team:49ers players: 53
Team = Bears
Mitchell,Trubisky,QB,10,83,83,71,69,16,22,33,18,21,44,28,54,88,Balanced,78,93,70,35,31,23,98,93,70,83,68,70,32,North Carolina,8/20/1994,Right,220,"6'3""",Normal,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Chase,Daniel,QB,4,75,73,52,65,19,21,21,14,11,40,10,26,89,Finesse,78,85,70,22,12,12,95,90,70,80,68,70,12,Missouri,10/7/1986,Right,225,"6 '0""",Normal,Skin 1,Face 2,No,Standard,Type 3,None,No,No,None,None,Single Black,None,None,None,None,Style 6,Style 6,None,None,,9
Jordan,Howard,RB,24,90,89,83,86,16,24,28,61,40,67,53,88,79,Balanced,18,28,10,39,21,20,88,87,92,42,90,92,21,Indiana,11/2/1994,Right,222,"6'1""",Large,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Tarik,Cohen,RB,29,92,95,62,77,24,21,26,37,30,71,59,65,79,Finesse,35,49,10,26,20,22,88,86,73,57,71,73,24,"Miami, FL",7/26/1995,Right,179,"5'6""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Benny,Cunningham,RB,30,87,84,77,84,15,24,30,55,45,65,50,86,88,Balanced,28,25,10,35,10,10,90,84,81,45,79,81,20,Middle Tennessee St.,7/7/1990,Right,217,"5' 10""",Normal,Skin 3,Face 11,No,Standard,Type 5,Clear,No,No,Team 2,Team 2,Taped Small,Taped Small,High White,High White,None,Style 6,Style 6,None,None,,5
Michael,Burton,FB,46,81,73,82,82,12,25,35,69,55,62,35,62,75,Balanced,10,30,10,45,14,14,79,91,82,33,80,82,60,Rutgers,1/1/1992,Right,247,"6'0""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,3
Allen,Robinson II,WR,12,90,89,67,92,21,37,42,38,57,89,85,60,78,Finesse,10,30,10,42,25,30,91,89,90,38,88,90,15,Penn State,8/24/1993,Right,211,75",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,4
Taylor,Gabriel,WR,18,94,94,60,95,20,29,28,32,50,85,81,33,55,Finesse,32,35,10,25,22,24,88,87,85,57,83,85,15,Abilene Christian,2/17/1991,Right,167,"5' 8""",Normal,Skin 3,Face 3,No,Revolution,Type 2,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 3,Style 3,None,None,,4
Anthony,Miller,WR,17,89,93,68,92,18,27,33,29,55,80,79,47,81,Finesse,25,40,10,33,19,13,93,87,63,50,61,63,20,Memphis,10/9/1994,Right,190,71",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Kevin,White,WR,11,93,88,74,87,27,34,34,44,42,81,72,57,82,Finesse,11,35,10,42,20,20,89,74,68,41,66,68,33,West Virginia,6/25/1992,Right,216,75",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,3
Josh,Bellamy,WR,15,89,86,63,88,62,38,44,45,51,82,78,49,76,Finesse,10,40,10,39,30,22,86,92,80,36,78,80,28,Louisville,5/18/1989,Right,211,"6'0""",Normal,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,6
Marlon,Brown,WR,81,87,87,57,88,37,49,41,42,46,80,73,45,72,Finesse,11,35,10,45,20,20,88,75,66,39,64,66,35,Georgia,4/22/1991,Right,205,"6' 4""",Normal,Skin 4,Face 6,Yes,Standard,Type 2,None,No,No,Team 2,Team 2,None,None,None,None,None,Style 3,Style 3,None,None,,5
Javon,Wims,WR,83,88,84,66,82,15,25,31,33,56,83,73,49,83,Finesse,16,22,10,28,19,15,89,90,60,41,58,60,16,Georgia,9/11/1994,Right,215,76",Normal,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Trey,Burton,TE,80,86,90,64,81,23,36,45,62,60,85,75,57,87,Finesse,48,66,10,46,25,24,90,95,82,63,80,82,12,Florida,10/29/1991,Right,235,"6' 3""",Normal,Skin 2,Face 3,No,Standard,Type 2,None,Yes,No,Team 3,Team 3,Double White,Double White,None,None,None,Style 3,Style 3,None,None,,4
Zach,Miller,TE,86,80,81,73,84,17,36,40,59,77,86,72,65,80,Finesse,60,70,10,25,20,20,78,80,75,71,73,75,15,Arizona State,12/11/1985,Right,255,"6' 5""",Normal,Skin 1,Face 13,No,Standard,Type 3,None,No,No,Type 2,Type 2,Single Black,Single Black,High Black,High Black,None,Taped,Taped,None,None,,7
Dion,Sims,TE,88,79,75,76,87,15,38,40,71,53,82,63,81,74,Balanced,10,35,10,44,25,25,86,79,82,33,80,82,30,Michigan State,2/18/1991,Right,265,"6' 4""",Large,Skin 4,Face 11,No,Standard,Type 7,None,No,No,Team 2,Team 2,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,,5
Adam,Shaheen,TE,87,81,78,76,79,19,27,34,57,63,82,65,75,81,Balanced,10,25,10,32,29,19,86,88,73,35,71,73,37,Temple,10/24/1994,Right,277,"6'6""",Large,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,1
Charles,Leno Jr,T,72,64,64,81,72,10,25,27,80,86,25,23,25,75,Balanced,6,10,10,35,11,15,84,90,85,25,83,85,20,Boise State,10/9/1991,Right,305,"6'3""",ExtraLarge,Skin6,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,4
Bradley,Sowell,T,79,63,62,83,78,12,36,37,71,72,40,12,21,66,Balanced,6,16,10,40,21,11,83,91,75,25,73,75,35,Ole Miss,6/6/1989,Right,315,"6' 7""",Large,Skin 1,Face 6,No,Standard,Type 6,None,No,No,Type 4,Type 4,Taped Small,Taped Small,None,None,None,Style 6,Style 6,None,None,,6
Bobby,Massie,T,70,64,66,83,76,14,18,19,75,74,40,6,42,91,Balanced,6,10,10,30,8,7,82,90,78,25,76,78,22,Ole Miss,8/1/1989,Right,316,"6' 6""",Large,Skin 3,Face 5,No,Standard,Type 22,Clear,No,No,Team 4,Team 4,None,None,None,None,None,Style 1,Style 1,None,White,,6
Rashaad,Coward,T,69,67,62,86,66,33,71,74,69,69,48,36,64,86,Power,6,36,10,78,20,20,81,89,52,26,50,52,80,Old Dominion,11/6/1994,Right,320,77",Extra Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,1
James,Daniels,G,68,61,73,83,75,12,22,27,79,79,20,6,21,82,Balanced,6,26,10,28,15,14,86,86,70,24,68,70,29,Iowa,9/13/1997,Right,295,76",Large,Skin 6,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,0
Eric,Kush,G,64,69,69,79,76,30,56,59,71,73,40,8,15,85,Balanced,6,22,10,55,18,22,82,87,64,27,62,64,55,California,9/9/1989,Right,313,76",Extra Large,Skin 1,Face 5,No,Standard,FaceMask7,Clear,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,5
Kyle,Long,G,75,73,69,84,70,17,59,59,78,81,40,6,35,97,Balanced,6,67,10,55,14,14,90,88,85,28,83,85,62,Oregon,12/5/1988,Right,313,"6' 6""",Large,Skin 1,Face 3,No,Standard,Type 6,None,No,No,Team 3,Team 3,Neoprene Small,Neoprene Small,None,None,None,Style 3,Style 3,None,None,,5
Cody,Whitehair,C,65,72,63,87,64,13,28,30,76,87,24,8,28,89,Power,6,21,10,31,20,20,88,90,85,28,83,85,48,Kansas State,7/11/1992,Right,310,"6'3""",ExtraLarge,Skin1,Face5,No,Standard,FaceMask7,None,Yes,No,Team3,Team3,None,None,None,None,None,Shoe3,Shoe3,None,None,,2
Akiem,Hicks,DE,96,64,68,93,81,26,90,87,45,45,30,9,20,73,Power,6,26,10,85,25,25,95,93,94,25,92,94,80,None,11/16/1989,Right,324,"6' 5""",Large,Skin 3,Face 7,No,Standard,Type 10,None,No,No,Type 3,Type 3,None,None,None,None,None,Style 1,Style 1,None,None,,6
